species,taxonKeys,Kingdom,Phylum,Class,Order,Family,Genus
Gekko gecko,2447367,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Gekko
Hemidactylus mabouia,5959942,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Hemidactylus
Iguana iguana,2459658,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Iguana
Indotyphlops braminus,9357542,Animalia,Chordata,Reptilia,Squamata,Typhlopidae,Indotyphlops
Leiocephalus carinatus,5224691,Animalia,Chordata,Reptilia,Squamata,Leiocephalidae,Leiocephalus
Physalia physalis,2264734,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Physaliidae,Physalia
Bulimulus guadalupensis,5715627,Animalia,Mollusca,Gastropoda,Stylommatophora,Bulimulidae,Bulimulus
Caracolus marginella,4304766,Animalia,Mollusca,Gastropoda,Stylommatophora,Solaropsidae,Caracolus
Drymaeus multilineatus,4304750,Animalia,Mollusca,Gastropoda,Stylommatophora,Bulimulidae,Drymaeus
Leidyula floridana,2293762,Animalia,Mollusca,Gastropoda,Systellommatophora,Veronicellidae,Leidyula
Lobatus gigas,4963453,Animalia,Mollusca,Gastropoda,Littorinimorpha,Strombidae,Lobatus
Vasum muricatum,2302842,Animalia,Mollusca,Gastropoda,Neogastropoda,Turbinellidae,Vasum
Zachrysia provisoria,4304769,Animalia,Mollusca,Gastropoda,Stylommatophora,Zachrysiidae,Zachrysia
Platydemus manokwari,5892137,Animalia,Platyhelminthes,NA,Tricladida,Geoplanidae,Platydemus
Andrena dunningi,1358199,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,Andrena
Arigomphus cornutus,1425909,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Arigomphus
Bombus affinis,1340481,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus
Bombus auricomus,1340446,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus
Bombus citrinus,1340312,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus
Bombus vagans,1340472,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus
Chrysopa oculata,2106129,Animalia,Arthropoda,Insecta,Neuroptera,Chrysopidae,Chrysopa
Leucorrhinia intacta,1429172,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Leucorrhinia
Libellula quadrimaculata,1427915,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellula
Lucanus placidus,7886486,Animalia,Arthropoda,Insecta,Coleoptera,Lucanidae,Lucanus
Lygus lineolaris,5152838,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Lygus
Megachile latimanus,1336315,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile
Melittia cucurbitae,1941156,Animalia,Arthropoda,Insecta,Lepidoptera,Sesiidae,Melittia
Myzinum quinquecinctum,8512717,Animalia,Arthropoda,Insecta,Hymenoptera,Tiphiidae,Myzinum
Neotibicen canicularis,8529239,Animalia,Arthropoda,Insecta,Hemiptera,Cicadidae,Neotibicen
Pelecinus polyturator,5048392,Animalia,Arthropoda,Insecta,Hymenoptera,Pelecinidae,Pelecinus
Ptecticus trivittatus,9008378,Animalia,Arthropoda,Insecta,Diptera,Stratiomyidae,Ptecticus
Pyralis farinalis,1872901,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Pyralis
Sitticus fasciger,2171675,Animalia,Arthropoda,NA,Araneae,Salticidae,Sitticus
Pseudacris maculata,2428169,Animalia,Chordata,Amphibia,Anura,Hylidae,Pseudacris
Ixoreus naevius,2490926,Animalia,Chordata,Aves,Passeriformes,Turdidae,Ixoreus
Ictidomys tridecemlineatus,7994322,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Ictidomys
Lontra canadensis,2433727,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lontra
Agrilus planipennis,5878492,Animalia,Arthropoda,Insecta,Coleoptera,Buprestidae,Agrilus
Anthidium florentinum,1334802,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Anthidium
Gryllus pennsylvanicus,1716748,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,Gryllus
Harrisina americana,5105656,Animalia,Arthropoda,Insecta,Lepidoptera,Zygaenidae,Harrisina
Hippodamia variegata,1043082,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Hippodamia
Istocheta aldrichi,1475844,Animalia,Arthropoda,Insecta,Diptera,Tachinidae,Istocheta
Macrostemum zebratum,1439372,Animalia,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Macrostemum
Polyommatus icarus,5140214,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Polyommatus
Asio otus,2497306,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio
Cepaea hortensis,2294279,Animalia,Mollusca,Gastropoda,Stylommatophora,Helicidae,Cepaea
Loxosceles reclusa,5170704,Animalia,Arthropoda,NA,Araneae,Sicariidae,Loxosceles
Desmognathus conanti,2431237,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus
Eurycea lucifuga,5218351,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Eurycea
Plethodon dorsalis,2431480,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon
Lampropeltis nigra,7721444,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis
Sceloporus undulatus,2451347,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Sceloporus
Acronicta oblinita,4301044,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Acronicta
Aedes albopictus,1651430,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes
Agapostemon sericeus,5042857,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon
Agromyza aristata,1554872,Animalia,Arthropoda,Insecta,Diptera,Agromyzidae,Agromyza
Atomosia puella,1655533,Animalia,Arthropoda,Insecta,Diptera,Asilidae,Atomosia
Calliphora vicina,1502577,Animalia,Arthropoda,Insecta,Diptera,Calliphoridae,Calliphora
Calycomyza malvae,1552883,Animalia,Arthropoda,Insecta,Diptera,Agromyzidae,Calycomyza
Calycomyza promissa,1552885,Animalia,Arthropoda,Insecta,Diptera,Agromyzidae,Calycomyza
Chalybion californicum,1347304,Animalia,Arthropoda,Insecta,Hymenoptera,Sphecidae,Chalybion
Coelioxys octodentata,1338661,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Coelioxys
Disonycha glabrata,1047302,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Disonycha
Eristalis arbustorum,1541146,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Eristalis
Eumenes mediterraneus,5036847,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Eumenes
Eumorpha pandorus,5123999,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Eumorpha
Halictus confusus,1353363,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus
Hapithus agitator,1717340,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,Hapithus
Hylaeus leptocephalus,1349573,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Hylaeus
Hylaeus modestus,1349446,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Hylaeus
Isodontia elegans,1346887,Animalia,Arthropoda,Insecta,Hymenoptera,Sphecidae,Isodontia
Japanagromyza viridula,1552795,Animalia,Arthropoda,Insecta,Diptera,Agromyzidae,Japanagromyza
Lasius emarginatus,5035813,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius
Liriomyza arctii,1553623,Animalia,Arthropoda,Insecta,Diptera,Agromyzidae,Liriomyza
Liriomyza fricki,1553687,Animalia,Arthropoda,Insecta,Diptera,Agromyzidae,Liriomyza
Lycorma delicatula,5157899,Animalia,Arthropoda,Insecta,Hemiptera,Fulgoridae,Lycorma
Megachile sculpturalis,1335213,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile
Megachile texana,1335888,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile
Melissodes trinodis,5040637,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Melissodes
Nemorimyza posticata,1554221,Animalia,Arthropoda,Insecta,Diptera,Agromyzidae,Nemorimyza
Ophiomyia kwansonis,1553230,Animalia,Arthropoda,Insecta,Diptera,Agromyzidae,Ophiomyia
Parectopa robiniella,1748922,Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Parectopa
Pholisora catullus,1951217,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Pholisora
Phyllocnistis magnoliella,4706489,Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllocnistis
Phytoliriomyza melampyga,1554086,Animalia,Arthropoda,Insecta,Diptera,Agromyzidae,Phytoliriomyza
Phytomyza ilicicola,1551671,Animalia,Arthropoda,Insecta,Diptera,Agromyzidae,Phytomyza
Phytomyza minuscula,1551490,Animalia,Arthropoda,Insecta,Diptera,Agromyzidae,Phytomyza
Phytomyza opacae,1551741,Animalia,Arthropoda,Insecta,Diptera,Agromyzidae,Phytomyza
Poanes viator,1946610,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Poanes
Psylla buxi,5153213,Animalia,Arthropoda,Insecta,Hemiptera,Psyllidae,Psylla
Tapinoma sessile,1316799,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Tapinoma
Tenodera angustipennis,4293587,Animalia,Arthropoda,Insecta,Mantodea,Mantidae,Tenodera
Toxomerus politus,1534097,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Toxomerus
Trirhabda bacharidis,1047835,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Trirhabda
Unaspis euonymi,2088481,Animalia,Arthropoda,Insecta,Hemiptera,Diaspididae,Unaspis
Callinectes sapidus,2225646,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Callinectes
Leptuca pugilator,9596149,Animalia,Arthropoda,Malacostraca,Decapoda,Ocypodidae,Leptuca
Libinia emarginata,2226736,Animalia,Arthropoda,Malacostraca,Decapoda,Epialtidae,Libinia
Minuca pugnax,9444500,Animalia,Arthropoda,Malacostraca,Decapoda,Ocypodidae,Minuca
Aceria fraxiniflora,6912571,Animalia,Arthropoda,NA,Trombidiformes,Eriophyidae,Aceria
Eurytetranychus buxi,2128890,Animalia,Arthropoda,NA,Trombidiformes,Tetranychidae,Eurytetranychus
Mecynogea lemniscata,2158784,Animalia,Arthropoda,NA,Araneae,Araneidae,Mecynogea
Brevoortia tyrannus,5214544,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Brevoortia
Hippocampus erectus,5201075,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus
Lepomis gibbosus,2394486,Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Lepomis
Opsanus tau,2350910,Animalia,Chordata,Actinopterygii,Batrachoidiformes,Batrachoididae,Opsanus
Tautoga onitis,2383615,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Tautoga
Carduelis carduelis,2494686,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Carduelis
Haematopus palliatus,2480273,Animalia,Chordata,Aves,Charadriiformes,Haematopodidae,Haematopus
Melopsittacus undulatus,2479798,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Melopsittacus
Lasiurus borealis,5218543,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Lasiurus
Malaclemys terrapin,2443212,Animalia,Chordata,Reptilia,Testudines,Emydidae,Malaclemys
Geukensia demissa,2285800,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Geukensia
Neverita duplicata,2300326,Animalia,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Neverita
Tritia obsoleta,8542870,Animalia,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Tritia
Urosalpinx cinerea,2304415,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Urosalpinx
Ficopomatus enigmaticus,2327735,Animalia,Annelida,Polychaeta,Sabellida,Serpulidae,Ficopomatus
Harmothoe imbricata,2313557,Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe
Xystocheir dissecta,4303074,Animalia,Arthropoda,Diplopoda,Polydesmida,Xystodesmidae,Xystocheir
Agapostemon texanus,5042859,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon
Aquarius remigis,5154117,Animalia,Arthropoda,Insecta,Hemiptera,Gerridae,Aquarius
Boisea rubrolineata,2050243,Animalia,Arthropoda,Insecta,Hemiptera,Rhopalidae,Boisea
Carausius morosus,1411953,Animalia,Arthropoda,Insecta,Phasmida,Phasmatidae,Carausius
Celastrina ladon,1925922,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Celastrina
Chlosyne palla,1914421,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Chlosyne
Chrysolina bankii,4460057,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Chrysolina
Coccinella californica,4990188,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Coccinella
Cordulegaster dorsalis,1421176,Animalia,Arthropoda,Insecta,Odonata,Cordulegastridae,Cordulegaster
Cultellunguis americanus,6067020,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cultellunguis
Cycloneda polita,1043108,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Cycloneda
Eresia aveyrana,1895761,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Eresia
Euchloe ausonides,1919327,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Euchloe
Hellula rogatalis,1879398,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Hellula
Hydriomena nubilofasciata,1979427,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Hydriomena
Limenitis lorquini,5132246,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Limenitis
Luridiblatta trivittata,4514014,Animalia,Arthropoda,Insecta,Blattodea,Ectobiidae,Luridiblatta
Mallota florea,1541441,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Mallota
Megachile perihirta,1335630,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile
Nymphalis californica,5130696,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Nymphalis
Ochlodes agricola,1946853,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Ochlodes
Ocypus olens,5746121,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Ocypus
Phryganidia californica,1824080,Animalia,Arthropoda,Insecta,Lepidoptera,Notodontidae,Phryganidia
Polites sabuleti,1943954,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Polites
Pyrausta californicalis,1890730,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Pyrausta
Rhionaeschna californica,1424980,Animalia,Arthropoda,Insecta,Odonata,Aeshnidae,Rhionaeschna
Rhopalomyia californica,5081193,Animalia,Arthropoda,Insecta,Diptera,Cecidomyiidae,Rhopalomyia
Sabulodes aegrotata,1954930,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Sabulodes
Sphaerophoria sulphuripes,1539108,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Sphaerophoria
Sympetrum illotum,1428330,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Sympetrum
Syrphus opinator,1537209,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Syrphus
Toxomerus occidentalis,1534167,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Toxomerus
Trachymela sloanei,1048549,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Trachymela
Trimerotropis fontana,1709274,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Trimerotropis
Vespula alascensis,6247225,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespula
Xestoleptura crassipes,1119082,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Xestoleptura
Blepharipoda occidentalis,5178601,Animalia,Arthropoda,Malacostraca,Decapoda,Blepharipodidae,Blepharipoda
Cancer productus,2222079,Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer
Hemigrapsus nudus,2225773,Animalia,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus
Hemigrapsus oregonensis,2225774,Animalia,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus
Ligia occidentalis,5175619,Animalia,Arthropoda,Malacostraca,Isopoda,Ligiidae,Ligia
Metacarcinus magister,5863764,Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus
Romaleon antennarium,5970317,Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Romaleon
Paraconcavus pacificus,2115751,Animalia,Arthropoda,Maxillopoda,Sessilia,Balanidae,Paraconcavus
Araneus trifolium,2160316,Animalia,Arthropoda,NA,Araneae,Araneidae,Araneus
Atypoides riversi,4659389,Animalia,Arthropoda,NA,Araneae,Antrodiaetidae,Atypoides
Badumna longinqua,2142995,Animalia,Arthropoda,NA,Araneae,Desidae,Badumna
Calisoga longitarsis,7662310,Animalia,Arthropoda,NA,Araneae,Nemesiidae,Calisoga
Phidippus johnsoni,5173184,Animalia,Arthropoda,NA,Araneae,Salticidae,Phidippus
Uroctonus mordax,6893008,Animalia,Arthropoda,NA,Scorpiones,Chactidae,Uroctonus
Zoropsis spinimana,2153287,Animalia,Arthropoda,NA,Araneae,Zoropsidae,Zoropsis
Paralichthys californicus,2408903,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Paralichthys
Sebastes auriculatus,2335497,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes
Batrachoseps attenuatus,2431750,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Batrachoseps
Ensatina eschscholtzii,2431643,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Ensatina
Pseudacris sierra,2428151,Animalia,Chordata,Amphibia,Anura,Hylidae,Pseudacris
Rana draytonii,2426756,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana
Taricha granulosa,2431920,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Taricha
Botrylloides violaceus,4354941,Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Botrylloides
Botryllus schlosseri,5200757,Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Botryllus
Ciona savignyi,2329616,Animalia,Chordata,Ascidiacea,Phlebobranchia,Cionidae,Ciona
Calidris ptilocnemis,5229395,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris
Cepphus columba,9315520,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Cepphus
Phalaropus lobatus,5739290,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Phalaropus
Poecile rufescens,2487783,Animalia,Chordata,Aves,Passeriformes,Paridae,Poecile
Tringa incana,9733156,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa
Troglodytes pacificus,9533566,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Troglodytes
Myliobatis californica,2419300,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis
Triakis semifasciata,2418369,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Triakis
Megaptera novaeangliae,5220086,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Megaptera
Microtus californicus,2438603,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Microtus
Scapanus latimanus,2436194,Animalia,Chordata,Mammalia,Soricomorpha,Talpidae,Scapanus
Sylvilagus bachmani,2436846,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus
Actinemys marmorata,2442896,Animalia,Chordata,Reptilia,Testudines,Emydidae,Actinemys
Contia tenuis,2455975,Animalia,Chordata,Reptilia,Squamata,Dipsadidae,Contia
Elgaria coerulea,2468254,Animalia,Chordata,Reptilia,Squamata,Anguidae,Elgaria
Thamnophis atratus,2457647,Animalia,Chordata,Reptilia,Squamata,Natricidae,Thamnophis
Anthopleura xanthogrammica,2256852,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura
Polyorchis penicillatus,5185561,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,Polyorchis
Scrippsia pacifica,2265258,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,Scrippsia
Velella velella,2265793,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Porpitidae,Velella
Aurelia labiata,5185432,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia
Chrysaora fuscescens,5185415,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora
Arcuatula senhousia,6531311,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Arcuatula
Clinocardium nuttallii,2286559,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Clinocardium
Ariolimax buttoni,10047389,Animalia,Mollusca,Gastropoda,Stylommatophora,Ariolimacidae,Ariolimax
Cantareus apertus,4564228,Animalia,Mollusca,Gastropoda,Stylommatophora,Helicidae,Cantareus
Doris montereyensis,6519876,Animalia,Mollusca,Gastropoda,Nudibranchia,Dorididae,Doris
Haloa japonica,6126571,Animalia,Mollusca,Gastropoda,Cephalaspidea,Haminoeidae,Haloa
Haplotrema minimum,2295984,Animalia,Mollusca,Gastropoda,Stylommatophora,Haplotrematidae,Haplotrema
Helminthoglypta nickliniana,2296150,Animalia,Mollusca,Gastropoda,Stylommatophora,Xanthonychidae,Helminthoglypta
Polycera hedgpethi,2291759,Animalia,Mollusca,Gastropoda,Nudibranchia,Polyceridae,Polycera
Prophysaon andersoni,2294065,Animalia,Mollusca,Gastropoda,Stylommatophora,Ariolimacidae,Prophysaon
Habronattus borealis,2170720,Animalia,Arthropoda,NA,Araneae,Salticidae,Habronattus
Habronattus coecatus,2170894,Animalia,Arthropoda,NA,Araneae,Salticidae,Habronattus
Habronattus texanus,2170810,Animalia,Arthropoda,NA,Araneae,Salticidae,Habronattus
Naphrys pulex,2171311,Animalia,Arthropoda,NA,Araneae,Salticidae,Naphrys
Phidippus mystaceus,5173189,Animalia,Arthropoda,NA,Araneae,Salticidae,Phidippus
Calidris bairdii,2481770,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris
Limosa haemastica,2481680,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Limosa
Pluvialis dominica,2480328,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis
Graptemys ouachitensis,2443079,Animalia,Chordata,Reptilia,Testudines,Emydidae,Graptemys
Ammodramus savannarum,2491123,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Ammodramus
Colinus virginianus,9791464,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Colinus
Orchesella cincta,2120964,Animalia,Arthropoda,Collembola,NA,Orchesellidae,Orchesella
Adonisea florida,1799634,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Adonisea
Aeshna canadensis,1425205,Animalia,Arthropoda,Insecta,Odonata,Aeshnidae,Aeshna
Banasa dimidiata,10576855,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Banasa
Bombus terricola,1340493,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus
Catocala relicta,1797135,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Catocala
Chrysoteuchia topiarius,1887285,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Chrysoteuchia
Dorocordulia libera,1429764,Animalia,Arthropoda,Insecta,Odonata,Corduliidae,Dorocordulia
Eudryas unio,5112130,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Eudryas
Euphydryas phaeton,1895138,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Euphydryas
Lema daturaphila,1047466,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Lema
Nymphalis vaualbum,5714374,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Nymphalis
Otiorhynchus ovatus,1195043,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Otiorhynchus
Parapoynx badiusalis,1884439,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Parapoynx
Pyrrhalta viburni,1048933,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Pyrrhalta
Reduvius personatus,2008516,Animalia,Arthropoda,Insecta,Hemiptera,Reduviidae,Reduvius
Graptemys geographica,2443074,Animalia,Chordata,Reptilia,Testudines,Emydidae,Graptemys
Conoderus lividus,6984229,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Conoderus
Empoasca fabae,8061113,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Empoasca
Entylia carinata,2021152,Animalia,Arthropoda,Insecta,Hemiptera,Membracidae,Entylia
Neolema sexpunctata,1048379,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Neolema
Prionus laticollis,7763253,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Prionus
Tylozygus geometricus,2041741,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Tylozygus
Amblyomma americanum,2184301,Animalia,Arthropoda,NA,Ixodida,Ixodidae,Amblyomma
Pseudemys rubriventris,9601519,Animalia,Chordata,Reptilia,Testudines,Emydidae,Pseudemys
Apiomerus flaviventris,2008759,Animalia,Arthropoda,Insecta,Hemiptera,Reduviidae,Apiomerus
Derobrachus hovorei,1100102,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Derobrachus
Iris oratoria,1404300,Animalia,Arthropoda,Insecta,Mantodea,Tarachodidae,Iris
Scantius aegyptius,4486818,Animalia,Arthropoda,Insecta,Hemiptera,Pyrrhocoridae,Scantius
Thyanta accerra,2078969,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Thyanta
Agapornis personatus,2479553,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Agapornis
Myiarchus tyrannulus,2483589,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Myiarchus
Phalaenoptilus nuttallii,2497062,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Phalaenoptilus
Crotalus pyrrhus,9290992,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus
Harpaphe haydeniana,4303100,Animalia,Arthropoda,Diplopoda,Polydesmida,Xystodesmidae,Harpaphe
Archilestes californicus,5715373,Animalia,Arthropoda,Insecta,Odonata,Lestidae,Archilestes
Bombus mixtus,1340485,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus
Erythemis collocata,1429324,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Erythemis
Libellula forensis,1427927,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellula
Stylurus olivaceus,5051876,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Stylurus
Tyria jacobaeae,5115777,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Tyria
Eratigena duellica,7403210,Animalia,Arthropoda,NA,Araneae,Agelenidae,Eratigena
Ambystoma macrodactylum,2431965,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma
Dicamptodon tenebrosus,2432022,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Dicamptodon
Plethodon vehiculum,2431514,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon
Pseudacris regilla,2428132,Animalia,Chordata,Amphibia,Anura,Hylidae,Pseudacris
Rana aurora,2426808,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana
